city,country,continent,lon,lat,Change_Factor_DSI,climate_class_label,climate_class_description,nearest_city_pop_max,pop_group
Zapala,Argentina,South America,-69.75,-38.69136612,0,BWk,"Arid, desert, cold",19152,Small (<50k)
General Roca,Argentina,South America,-67.5,-38.69136612,0,BWh,"Arid, desert, hot",73212,Medium (50k-500k)
Río Colorado,Argentina,South America,-64.125,-38.69136612,0,BSh,"Arid, steppe, hot",11499,Small (<50k)
Punta Alta,Argentina,South America,-61.875,-38.69136612,0,Cfa,"Temperate, no dry season, hot summer",57209,Medium (50k-500k)
Gisborne,New Zealand,Oceania,177.75,-38.69136612,0,Cfb,"Temperate, no dry season, warm summer",34300,Small (<50k)
Carahue,Chile,South America,-73.125,-38.69136612,0,Csb,"Temperate, dry summer, warm summer",11875,Small (<50k)
Zapala,Argentina,South America,-69.75,-38.69136612,0,BWk,"Arid, desert, cold",19152,Small (<50k)
General Roca,Argentina,South America,-67.5,-38.69136612,0,BWh,"Arid, desert, hot",73212,Medium (50k-500k)
Río Colorado,Argentina,South America,-64.125,-38.69136612,0,BSh,"Arid, steppe, hot",11499,Small (<50k)
Punta Alta,Argentina,South America,-61.875,-38.69136612,0,Cfa,"Temperate, no dry season, hot summer",57209,Medium (50k-500k)
Colac,Australia,Oceania,143.4375,-38.52105553,0.929365647,Cfb,"Temperate, no dry season, warm summer",9089,Small (<50k)
Tokoroa,New Zealand,Oceania,175.78125,-38.52105553,1.038573128,Cfb,"Temperate, no dry season, warm summer",22600,Small (<50k)
Carahue,Chile,South America,-73.125,-38.52105553,0.656978367,Csb,"Temperate, dry summer, warm summer",11875,Small (<50k)
Las Lajas,Argentina,South America,-70.3125,-38.52105553,0.675049306,BSk,"Arid, steppe, cold",1218,Small (<50k)
Tres Arroyos,Argentina,South America,-60.46875,-38.52105553,1.2490821,Cfa,"Temperate, no dry season, hot summer",47136,Small (<50k)
Necochea,Argentina,South America,-59.0625,-38.52105553,1.11225521,Cfa,"Temperate, no dry season, hot summer",80478,Medium (50k-500k)
Portland,Australia,Oceania,142,-38.25,0.912302646,Cfb,"Temperate, no dry season, warm summer",11808,Small (<50k)
Geelong,Australia,Oceania,144,-38.25,1.023496409,BSk,"Arid, steppe, cold",160991,Medium (50k-500k)
Tokoroa,New Zealand,Oceania,176,-38.25,0.995728963,Cfb,"Temperate, no dry season, warm summer",13350,Small (<50k)
Victoria,Chile,South America,-72,-38.25,1.014972263,Csb,"Temperate, dry summer, warm summer",24555,Small (<50k)
Tres Arroyos,Argentina,South America,-60,-38.25,0.895405322,Cfa,"Temperate, no dry season, hot summer",47136,Small (<50k)
Warrnambool,Australia,Oceania,142.5,-38.23773956,0,Cfb,"Temperate, no dry season, warm summer",29928,Small (<50k)
Geelong,Australia,Oceania,144.375,-38.23773956,0,BSk,"Arid, steppe, cold",160991,Medium (50k-500k)
Traralgon,Australia,Oceania,146.25,-38.23773956,0,Cfa,"Temperate, no dry season, hot summer",18226,Small (<50k)
Rotorua,New Zealand,Oceania,176.25,-38.23773956,0,Cfb,"Temperate, no dry season, warm summer",56200,Medium (50k-500k)
Lonquimay,Chile,South America,-71.25,-38.23773956,0,Csb,"Temperate, dry summer, warm summer",10237,Small (<50k)
Tres Arroyos,Argentina,South America,-60,-38.23773956,0,Cfa,"Temperate, no dry season, hot summer",47136,Small (<50k)
Warrnambool,Australia,Oceania,142.5,-38.23773599,0,Cfb,"Temperate, no dry season, warm summer",29928,Small (<50k)
Geelong,Australia,Oceania,144.375,-38.23773599,0,BSk,"Arid, steppe, cold",160991,Medium (50k-500k)
Traralgon,Australia,Oceania,146.25,-38.23773599,0,Cfa,"Temperate, no dry season, hot summer",18226,Small (<50k)
Rotorua,New Zealand,Oceania,176.25,-38.23773599,0,Cfb,"Temperate, no dry season, warm summer",56200,Medium (50k-500k)
Lonquimay,Chile,South America,-71.25,-38.23773599,0,Csb,"Temperate, dry summer, warm summer",10237,Small (<50k)
Tres Arroyos,Argentina,South America,-60,-38.23773599,0,Cfa,"Temperate, no dry season, hot summer",47136,Small (<50k)
Portland,Australia,Oceania,141.25,-38.16753927,0.839575261,Csb,"Temperate, dry summer, warm summer",11808,Small (<50k)
Warrnambool,Australia,Oceania,142.5,-38.16753927,0.864550501,Cfb,"Temperate, no dry season, warm summer",29928,Small (<50k)
Colac,Australia,Oceania,143.75,-38.16753927,0.911524808,BSk,"Arid, steppe, cold",9089,Small (<50k)
Traralgon,Australia,Oceania,146.25,-38.16753927,1.037843265,Cfa,"Temperate, no dry season, hot summer",18226,Small (<50k)
Rotorua,New Zealand,Oceania,176.25,-38.16753927,1.045848074,Cfb,"Temperate, no dry season, warm summer",56200,Medium (50k-500k)
Victoria,Chile,South America,-72.5,-38.16753927,0.796407816,Csb,"Temperate, dry summer, warm summer",24555,Small (<50k)
Lonquimay,Chile,South America,-71.25,-38.16753927,0.712693483,Csb,"Temperate, dry summer, warm summer",10237,Small (<50k)
Tres Arroyos,Argentina,South America,-60,-38.16753927,1.079649252,Cfa,"Temperate, no dry season, hot summer",47136,Small (<50k)
Portland,Australia,Oceania,141.5625,-38.125,0.984116384,Csb,"Temperate, dry summer, warm summer",11808,Small (<50k)
Colac,Australia,Oceania,143.4375,-38.125,1.015534553,BSk,"Arid, steppe, cold",9089,Small (<50k)
Cranbourne,Australia,Oceania,145.3125,-38.125,1.115695706,Cfa,"Temperate, no dry season, hot summer",460491,Medium (50k-500k)
Sale,Australia,Oceania,147.1875,-38.125,1.18250478,BSk,"Arid, steppe, cold",22486,Small (<50k)
Cambridge,New Zealand,Oceania,175.3125,-38.125,0.981108763,Cfa,"Temperate, no dry season, hot summer",15192,Small (<50k)
Whakatane,New Zealand,Oceania,177.1875,-38.125,1.042941074,Cfb,"Temperate, no dry season, warm summer",18700,Small (<50k)
Victoria,Chile,South America,-72.1875,-38.125,1.023467827,Csb,"Temperate, dry summer, warm summer",24555,Small (<50k)
Hamilton,New Zealand,Oceania,175,-38.028168,0,Cfb,"Temperate, no dry season, warm summer",148200,Medium (50k-500k)
Collipulli,Chile,South America,-72.5,-38.028168,0,Csb,"Temperate, dry summer, warm summer",16392,Small (<50k)
25 de Mayo,Argentina,South America,-67.5,-38.028168,0,BWh,"Arid, desert, hot",17430,Small (<50k)
Mount Gambier,Australia,Oceania,140.625,-37.86997958,0,Csb,"Temperate, dry summer, warm summer",23209,Small (<50k)
Melton,Australia,Oceania,144.375,-37.86997958,0,BSk,"Arid, steppe, cold",32368,Small (<50k)
Cranbourne,Australia,Oceania,145.3125,-37.86997958,0,Cfb,"Temperate, no dry season, warm summer",460491,Medium (50k-500k)
Sale,Australia,Oceania,147.1875,-37.86997958,0,BSk,"Arid, steppe, cold",22486,Small (<50k)
Hamilton,New Zealand,Oceania,175.3125,-37.86997958,0,Cfa,"Temperate, no dry season, hot summer",148200,Medium (50k-500k)
Tauranga,New Zealand,Oceania,176.25,-37.86997958,0,Cfb,"Temperate, no dry season, warm summer",121500,Medium (50k-500k)
Angol,Chile,South America,-73.125,-37.86997958,0,Csb,"Temperate, dry summer, warm summer",44856,Small (<50k)
Collipulli,Chile,South America,-72.1875,-37.86997958,0,Csa,"Temperate, dry summer, hot summer (Mediterranean)",16392,Small (<50k)
25 de Mayo,Argentina,South America,-67.5,-37.86997958,0,BWh,"Arid, desert, hot",17430,Small (<50k)
Darregueira,Argentina,South America,-62.8125,-37.86997958,0,Cfa,"Temperate, no dry season, hot summer",3412,Small (<50k)
Benito Juárez,Argentina,South America,-60,-37.86997958,0,Cfa,"Temperate, no dry season, hot summer",10609,Small (<50k)
Balcarce,Argentina,South America,-58.125,-37.86997958,0,Cfa,"Temperate, no dry season, hot summer",18967,Small (<50k)
Mount Gambier,Australia,Oceania,140.625,-37.67308963,0.861982746,Csb,"Temperate, dry summer, warm summer",23209,Small (<50k)
Ballarat,Australia,Oceania,143.4375,-37.67308963,0.789443721,BSk,"Arid, steppe, cold",85109,Medium (50k-500k)
Curanilahue,Chile,South America,-73.125,-37.67308963,0.66039216,Csb,"Temperate, dry summer, warm summer",30611,Small (<50k)
Chos Malal,Argentina,South America,-70.3125,-37.67308963,0.69226895,Csb,"Temperate, dry summer, warm summer",8556,Small (<50k)
25 de Mayo,Argentina,South America,-67.5,-37.67308963,1.390562456,BWh,"Arid, desert, hot",17430,Small (<50k)
Coronel Suárez,Argentina,South America,-61.875,-37.67308963,1.247448115,Cfa,"Temperate, no dry season, hot summer",27000,Small (<50k)
Penola,Australia,Oceania,140.625,-37.56987959,0,Csb,"Temperate, dry summer, warm summer",1514,Small (<50k)
Hamilton,Australia,Oceania,141.75,-37.56987959,0,BSk,"Arid, steppe, cold",8869,Small (<50k)
Ararat,Australia,Oceania,142.875,-37.56987959,0,BSk,"Arid, steppe, cold",6110,Small (<50k)
Ballarat,Australia,Oceania,144,-37.56987959,0,Cfb,"Temperate, no dry season, warm summer",85109,Medium (50k-500k)
Melbourne,Australia,Oceania,145.125,-37.56987959,0,Cfa,"Temperate, no dry season, hot summer",4170000,Very Large (>1M)
Bairnsdale,Australia,Oceania,147.375,-37.56987959,0,Cfa,"Temperate, no dry season, hot summer",11005,Small (<50k)
Hamilton,New Zealand,Oceania,175.5,-37.56987959,0,Cfa,"Temperate, no dry season, hot summer",148200,Medium (50k-500k)
Curanilahue,Chile,South America,-73.125,-37.56987959,0,Csb,"Temperate, dry summer, warm summer",30611,Small (<50k)
Santa Bárbara,Chile,South America,-72,-37.56987959,0,Csa,"Temperate, dry summer, hot summer (Mediterranean)",3494,Small (<50k)
25 de Mayo,Argentina,South America,-67.5,-37.56987959,0,BWh,"Arid, desert, hot",17430,Small (<50k)
Darregueira,Argentina,South America,-63,-37.56987959,0,Cfa,"Temperate, no dry season, hot summer",3412,Small (<50k)
Coronel Suárez,Argentina,South America,-61.875,-37.56987959,0,Cfa,"Temperate, no dry season, hot summer",27000,Small (<50k)
Benito Juárez,Argentina,South America,-59.625,-37.56987959,0,Cfa,"Temperate, no dry season, hot summer",10609,Small (<50k)
Balcarce,Argentina,South America,-58.5,-37.56987959,0,Cfa,"Temperate, no dry season, hot summer",18967,Small (<50k)
Penola,Australia,Oceania,140.625,-37.56987959,0,Csb,"Temperate, dry summer, warm summer",1514,Small (<50k)
Hamilton,Australia,Oceania,141.75,-37.56987959,0,BSk,"Arid, steppe, cold",8869,Small (<50k)
Ararat,Australia,Oceania,142.875,-37.56987959,0,BSk,"Arid, steppe, cold",6110,Small (<50k)
Ballarat,Australia,Oceania,144,-37.56987959,0,Cfb,"Temperate, no dry season, warm summer",85109,Medium (50k-500k)
Melbourne,Australia,Oceania,145.125,-37.56987959,0,Cfa,"Temperate, no dry season, hot summer",4170000,Very Large (>1M)
Bairnsdale,Australia,Oceania,147.375,-37.56987959,0,Cfa,"Temperate, no dry season, hot summer",11005,Small (<50k)
Hamilton,New Zealand,Oceania,175.5,-37.56987959,0,Cfa,"Temperate, no dry season, hot summer",148200,Medium (50k-500k)
Curanilahue,Chile,South America,-73.125,-37.56987959,0,Csb,"Temperate, dry summer, warm summer",30611,Small (<50k)
Santa Bárbara,Chile,South America,-72,-37.56987959,0,Csa,"Temperate, dry summer, hot summer (Mediterranean)",3494,Small (<50k)
25 de Mayo,Argentina,South America,-67.5,-37.56987959,0,BWh,"Arid, desert, hot",17430,Small (<50k)
Darregueira,Argentina,South America,-63,-37.56987959,0,Cfa,"Temperate, no dry season, hot summer",3412,Small (<50k)
Coronel Suárez,Argentina,South America,-61.875,-37.56987959,0,Cfa,"Temperate, no dry season, hot summer",27000,Small (<50k)
Benito Juárez,Argentina,South America,-59.625,-37.56987959,0,Cfa,"Temperate, no dry season, hot summer",10609,Small (<50k)
Balcarce,Argentina,South America,-58.5,-37.56987959,0,Cfa,"Temperate, no dry season, hot summer",18967,Small (<50k)
Penola,Australia,Oceania,140.625,-37.5,0,Csb,"Temperate, dry summer, warm summer",1514,Small (<50k)
Melton,Australia,Oceania,144.375,-37.5,0,Cfb,"Temperate, no dry season, warm summer",32368,Small (<50k)
Curanilahue,Chile,South America,-73.125,-37.5,0,Csb,"Temperate, dry summer, warm summer",30611,Small (<50k)
25 de Mayo,Argentina,South America,-67.5,-37.5,0,BWh,"Arid, desert, hot",17430,Small (<50k)
Coronel Suárez,Argentina,South America,-61.875,-37.5,0,Cfa,"Temperate, no dry season, hot summer",27000,Small (<50k)
Benito Juárez,Argentina,South America,-60,-37.5,0,Cfa,"Temperate, no dry season, hot summer",10609,Small (<50k)
Balcarce,Argentina,South America,-58.125,-37.5,0,Cfa,"Temperate, no dry season, hot summer",18967,Small (<50k)
Hamilton,Australia,Oceania,142,-37.46835443,0,BSk,"Arid, steppe, cold",8869,Small (<50k)
Ballarat,Australia,Oceania,144,-37.46835443,0,Cfb,"Temperate, no dry season, warm summer",85109,Medium (50k-500k)
Santa Bárbara,Chile,South America,-72,-37.46835443,0,Csa,"Temperate, dry summer, hot summer (Mediterranean)",3494,Small (<50k)
Chos Malal,Argentina,South America,-70,-37.46835443,0,BSk,"Arid, steppe, cold",8556,Small (<50k)
Coronel Suárez,Argentina,South America,-62,-37.46835443,0,Cfa,"Temperate, no dry season, hot summer",27000,Small (<50k)
Benito Juárez,Argentina,South America,-60,-37.46835443,0,Cfa,"Temperate, no dry season, hot summer",10609,Small (<50k)
Stawell,Australia,Oceania,142.5,-37.22513089,0.910394319,Cfb,"Temperate, no dry season, warm summer",6991,Small (<50k)
Maryborough,Australia,Oceania,143.75,-37.22513089,0.937918822,BSk,"Arid, steppe, cold",7046,Small (<50k)
Seymour,Australia,Oceania,145,-37.22513089,1.002939944,BSk,"Arid, steppe, cold",3693,Small (<50k)
Merimbula,Australia,Oceania,150,-37.22513089,1.214802048,Cfa,"Temperate, no dry season, hot summer",6367,Small (<50k)
Pukekohe,New Zealand,Oceania,175,-37.22513089,1.059529736,Cfa,"Temperate, no dry season, hot summer",26300,Small (<50k)
Los Angeles,Chile,South America,-72.5,-37.22513089,0.776799695,Csa,"Temperate, dry summer, hot summer (Mediterranean)",145239,Medium (50k-500k)
Chos Malal,Argentina,South America,-70,-37.22513089,1.03120524,Dsb,"Cold, dry summer, warm summer",8556,Small (<50k)
Carhué,Argentina,South America,-62.5,-37.22513089,1.011463333,Cfa,"Temperate, no dry season, hot summer",7190,Small (<50k)
Tandil,Argentina,South America,-58.75,-37.22513089,1.219014936,Cfa,"Temperate, no dry season, hot summer",104325,Medium (50k-500k)
Penola,Australia,Oceania,140.625,-37.12029431,1.037319707,BSk,"Arid, steppe, cold",1514,Small (<50k)
Maryborough,Australia,Oceania,143.4375,-37.12029431,0.949767041,BSk,"Arid, steppe, cold",7046,Small (<50k)
Seymour,Australia,Oceania,144.84375,-37.12029431,0.920303791,BSk,"Arid, steppe, cold",3693,Small (<50k)
Thames,New Zealand,Oceania,175.78125,-37.12029431,1.108483941,Cfb,"Temperate, no dry season, warm summer",6756,Small (<50k)
Lota,Chile,South America,-73.125,-37.12029431,0.616360232,Csb,"Temperate, dry summer, warm summer",49763,Small (<50k)
Chos Malal,Argentina,South America,-70.3125,-37.12029431,0.65736801,Csb,"Temperate, dry summer, warm summer",8556,Small (<50k)
Coronel Suárez,Argentina,South America,-61.875,-37.12029431,1.411966845,Cfa,"Temperate, no dry season, hot summer",27000,Small (<50k)
Olavarría,Argentina,South America,-60.46875,-37.12029431,1.379212701,Cfa,"Temperate, no dry season, hot summer",86320,Medium (50k-500k)
Tandil,Argentina,South America,-59.0625,-37.12029431,1.158984833,Cfa,"Temperate, no dry season, hot summer",104325,Medium (50k-500k)
Maryborough,Australia,Oceania,143.75,-37,0,BSk,"Arid, steppe, cold",7046,Small (<50k)
Stawell,Australia,Oceania,142.5,-36.93491964,0,BSk,"Arid, steppe, cold",6991,Small (<50k)
Maryborough,Australia,Oceania,143.4375,-36.93491964,0,BSk,"Arid, steppe, cold",7046,Small (<50k)
Bendigo,Australia,Oceania,144.375,-36.93491964,0,BSk,"Arid, steppe, cold",81657,Medium (50k-500k)
Seymour,Australia,Oceania,145.3125,-36.93491964,0,BSk,"Arid, steppe, cold",3693,Small (<50k)
Coronel,Chile,South America,-73.125,-36.93491964,0,Csb,"Temperate, dry summer, warm summer",92940,Medium (50k-500k)
Chillán,Chile,South America,-72.1875,-36.93491964,0,Csa,"Temperate, dry summer, hot summer (Mediterranean)",150396,Medium (50k-500k)
Carhué,Argentina,South America,-62.8125,-36.93491964,0,Cfa,"Temperate, no dry season, hot summer",7190,Small (<50k)
Azul,Argentina,South America,-60,-36.93491964,0,Cfa,"Temperate, no dry season, hot summer",53941,Medium (50k-500k)
Maryborough,Australia,Oceania,143.4375,-36.875,1.482933208,BSk,"Arid, steppe, cold",7046,Small (<50k)
Seymour,Australia,Oceania,145.3125,-36.875,1.332631397,BSk,"Arid, steppe, cold",3693,Small (<50k)
Chillán,Chile,South America,-72.1875,-36.875,0.939766333,Csa,"Temperate, dry summer, hot summer (Mediterranean)",150396,Medium (50k-500k)
Carhué,Argentina,South America,-62.8125,-36.875,1.094499973,Cfa,"Temperate, no dry season, hot summer",7190,Small (<50k)
Kingston South East,Australia,Oceania,140,-36.760563,0,Csa,"Temperate, dry summer, hot summer (Mediterranean)",206,Small (<50k)
Horsham,Australia,Oceania,142.5,-36.760563,0,BSk,"Arid, steppe, cold",12830,Small (<50k)
Seymour,Australia,Oceania,145,-36.760563,0,BSh,"Arid, steppe, hot",3693,Small (<50k)
Chillán,Chile,South America,-72.5,-36.760563,0,Csa,"Temperate, dry summer, hot summer (Mediterranean)",150396,Medium (50k-500k)
Azul,Argentina,South America,-60,-36.760563,0,Cfa,"Temperate, no dry season, hot summer",53941,Medium (50k-500k)
Kingston South East,Australia,Oceania,140,-36.75,0.884004721,Csa,"Temperate, dry summer, hot summer (Mediterranean)",206,Small (<50k)
Horsham,Australia,Oceania,142,-36.75,0.872171753,BSk,"Arid, steppe, cold",12830,Small (<50k)
Bendigo,Australia,Oceania,144,-36.75,0.957031161,BSh,"Arid, steppe, hot",81657,Medium (50k-500k)
Chillán,Chile,South America,-72,-36.75,1.076109134,Csa,"Temperate, dry summer, hot summer (Mediterranean)",150396,Medium (50k-500k)
Santa Rosa,Argentina,South America,-64,-36.75,0.961214322,Cfa,"Temperate, no dry season, hot summer",111424,Medium (50k-500k)
Azul,Argentina,South America,-60,-36.75,0.808486777,Cfa,"Temperate, no dry season, hot summer",53941,Medium (50k-500k)
Bordertown,Australia,Oceania,140.625,-36.4483928,1.273590746,BSk,"Arid, steppe, cold",2583,Small (<50k)
Shepparton,Australia,Oceania,145.125,-36.4483928,1.355024781,BSh,"Arid, steppe, hot",33550,Small (<50k)
Wangaratta,Australia,Oceania,146.25,-36.4483928,1.747480608,BSh,"Arid, steppe, hot",14022,Small (<50k)
Chillán,Chile,South America,-72,-36.4483928,0.521086219,Csa,"Temperate, dry summer, hot summer (Mediterranean)",150396,Medium (50k-500k)
Victorica,Argentina,South America,-65.25,-36.4483928,1.225541132,Cfa,"Temperate, no dry season, hot summer",4458,Small (<50k)
Santa Rosa,Argentina,South America,-64.125,-36.4483928,1.454904821,Cfa,"Temperate, no dry season, hot summer",111424,Medium (50k-500k)
Dolores,Argentina,South America,-57.375,-36.4483928,1.035463133,Cfa,"Temperate, no dry season, hot summer",25190,Small (<50k)
Bordertown,Australia,Oceania,140.625,-36.37249059,0,BSk,"Arid, steppe, cold",2583,Small (<50k)
Wangaratta,Australia,Oceania,146.25,-36.37249059,0,BSh,"Arid, steppe, hot",14022,Small (<50k)
Victorica,Argentina,South America,-65.625,-36.37249059,0,BSh,"Arid, steppe, hot",4458,Small (<50k)
Dolores,Argentina,South America,-58.125,-36.37249059,0,Cfa,"Temperate, no dry season, hot summer",25190,Small (<50k)
Bordertown,Australia,Oceania,140.625,-36.37248993,0,BSk,"Arid, steppe, cold",2583,Small (<50k)
